txn_date,amount,category,counterparty,currency,txn_id
2024-02-29,-13726.83,Fee,Redwood Securities,USD,TX1000942
2024-06-12,323.09,Wire In,Beacon Insurance,USD,TX1000943
2024-11-30,-107.03,Wire Out,Sable River Mining,USD,TX1000944
2024-04-19,13685.05,Wire In,Redwood Securities,USD,TX1000945
2024-02-26,-1948.78,Wire Out,Sterling & Rowe,USD,TX1000946
2024-09-23,-69.1,Wire Out,Apex Global Markets,USD,TX1000947
2024-06-27,-11.35,ACH Debit,Apex Global Markets,USD,TX1000948
2024-04-17,6542.25,ACH Credit,Blue Harbor Trading,USD,TX1000949
2024-06-30,-244.66,Wire Out,Sterling & Rowe,USD,TX1000950
2024-03-19,3749.24,ACH Credit,Nimbus Cloud Svcs,USD,TX1000951
2024-02-29,-3574.15,ACH Debit,Apex Global Markets,USD,TX1000952
2024-04-24,-3085.51,ACH Debit,Onyx Consulting,USD,TX1000953
2024-05-25,506.44,ACH Credit,Evergreen Payroll,USD,TX1000954
2024-12-26,-2933.76,ACH Debit,Granite Peak LLC,USD,TX1000955
2024-09-25,-1040.3,Card Payment,Apex Global Markets,USD,TX1000956
2024-01-19,13.39,Wire In,Sterling & Rowe,USD,TX1000957
2024-09-06,-5172.8,Wire Out,Pinnacle Ventures,USD,TX1000958
2024-04-14,-31398.97,Card Payment,Redwood Securities,USD,TX1000959
2024-08-04,-138.72,Card Payment,Apex Global Markets,USD,TX1000960
2024-07-22,-324.56,Fee,Onyx Consulting,USD,TX1000961
2024-05-31,10.12,ACH Credit,Halcyon Asset Mgmt,USD,TX1000962
2024-09-09,-10149.38,Card Payment,Lakeside Trust,USD,TX1000963
2024-02-18,1817.46,Wire In,Apex Global Markets,USD,TX1000964
2024-06-23,27382.66,Interest,Pinnacle Ventures,USD,TX1000965
2024-05-29,-56.12,Wire Out,Evergreen Payroll,USD,TX1000966
2024-06-10,-27034.15,Wire Out,Silverline Media,USD,TX1000967
2024-10-11,235.79,Wire In,Crestline Bank,USD,TX1000968
2024-12-16,-1981.1,FX Settlement,Apex Global Markets,USD,TX1000969
2024-07-01,-1004.04,Card Payment,Northgate Partners,USD,TX1000970
2024-12-28,-87.9,Wire Out,Onyx Consulting,USD,TX1000971
2024-11-04,-126.08,Wire Out,Sable River Mining,USD,TX1000972
2024-06-10,-482.19,Wire Out,Crestline Bank,USD,TX1000973
2024-10-01,-14.81,FX Settlement,Sterling & Rowe,USD,TX1000974
2024-04-14,-33198.98,Wire Out,Windward Shipping,USD,TX1000975
2024-05-15,1293.85,Wire In,Crestline Bank,USD,TX1000976
2024-02-05,-2461.86,ACH Debit,Sable River Mining,USD,TX1000977
2024-03-14,-28.51,FX Settlement,Redwood Securities,USD,TX1000978
2024-07-19,-1505.91,Card Payment,Monarch Realty,USD,TX1000979
2024-04-17,-67.22,FX Settlement,Apex Global Markets,USD,TX1000980
2024-07-01,-14830.74,Wire Out,Apex Global Markets,USD,TX1000981
2024-06-10,-5148.72,Card Payment,Meridian Capital LLC,USD,TX1000982
2024-04-24,-157.54,Wire Out,Monarch Realty,USD,TX1000983
2024-10-05,-2542.66,ACH Debit,Aurora Payments,USD,TX1000984
2024-04-07,-5442.05,Card Payment,Larkspur Foods,USD,TX1000985
2024-02-08,1059.88,ACH Credit,Sable River Mining,USD,TX1000986
2024-01-04,-49.35,Wire Out,Pinnacle Ventures,USD,TX1000987
2024-12-29,-279.54,Fee,Blue Harbor Trading,USD,TX1000988
2024-07-10,-19449.56,Fee,Apex Global Markets,USD,TX1000989
2024-02-02,-15.97,ACH Debit,Kestrel Analytics,USD,TX1000990
2024-06-02,-4342.26,Fee,Apex Global Markets,USD,TX1000991
2024-03-27,-4763.26,Wire Out,Ironwood Advisory,USD,TX1000992
2024-10-25,-21.49,Wire Out,Monarch Realty,USD,TX1000993
2024-06-23,-11138.72,Card Payment,Granite Peak LLC,USD,TX1000994
2024-06-07,5009.35,Interest,Quartz Petroleum,USD,TX1000995
2024-12-26,-37.49,Wire Out,Crestline Bank,USD,TX1000996
2024-01-10,-253.21,Card Payment,Sable River Mining,USD,TX1000997
2024-07-03,43503.79,Wire In,Sable River Mining,USD,TX1000998
2024-09-29,-395.42,Wire Out,Apex Global Markets,USD,TX1000999
2024-09-09,-522.84,Wire Out,Redwood Securities,USD,TX1001000
2024-04-23,-15.7,Fee,Northgate Partners,USD,TX1001001
2024-10-19,-39877.34,Card Payment,Orion Systems Inc,USD,TX1001002
2024-05-21,-1808.7,Fee,Apex Global Markets,USD,TX1001003
2024-07-11,563.01,Wire In,Redwood Securities,USD,TX1001004
2024-07-31,-28631.5,Card Payment,Crestline Bank,USD,TX1001005
2024-06-11,16427.56,ACH Credit,Meridian Capital LLC,USD,TX1001006
2024-09-11,-27.23,Fee,Cobalt Networks,USD,TX1001007
2024-06-20,-5462.93,FX Settlement,Summit Freight Co,USD,TX1001008
2024-06-19,5388.83,Wire In,Blue Harbor Trading,USD,TX1001009
2024-11-21,-14.03,FX Settlement,Blue Harbor Trading,USD,TX1001010
2024-01-15,-126.95,Wire Out,Monarch Realty,USD,TX1001011
2024-12-17,756.94,Wire In,Sterling & Rowe,USD,TX1001012
2024-11-10,-335.02,Wire Out,Evergreen Payroll,USD,TX1001013
2024-09-20,-428.5,Card Payment,Sterling & Rowe,USD,TX1001014
2024-06-10,-810.24,Fee,Northgate Partners,USD,TX1001015
2024-10-11,1168.7,Wire In,Apex Global Markets,USD,TX1001016
2024-11-18,-18.98,Card Payment,Summit Freight Co,USD,TX1001017
2024-04-11,1289.42,Wire In,Aurora Payments,USD,TX1001018
2024-11-18,-36405.34,Wire Out,Apex Global Markets,USD,TX1001019
2024-06-22,-1615.5,FX Settlement,Sterling & Rowe,USD,TX1001020
2024-12-14,-3503.89,Card Payment,Onyx Consulting,USD,TX1001021
2024-11-19,-12672.47,Card Payment,Windward Shipping,USD,TX1001022
2024-04-05,-1793.08,Card Payment,Beacon Insurance,USD,TX1001023
2024-03-26,-3621.54,Card Payment,Crestline Bank,USD,TX1001024
2024-04-08,23.48,Interest,Sterling & Rowe,USD,TX1001025
2024-07-06,12.3,Wire In,Apex Global Markets,USD,TX1001026
2024-04-27,-442.62,ACH Debit,Meridian Capital LLC,USD,TX1001027
2024-01-06,17543.69,ACH Credit,Blue Harbor Trading,USD,TX1001028
2024-06-14,-3271.04,Wire Out,Meridian Capital LLC,USD,TX1001029
2024-02-14,-298.71,Wire Out,Silverline Media,USD,TX1001030
2024-12-17,-8566.62,Wire Out,Nimbus Cloud Svcs,USD,TX1001031
2024-03-10,10674.88,Wire In,Pinnacle Ventures,USD,TX1001032
2024-02-25,-14.48,ACH Debit,Northgate Partners,USD,TX1001033
2024-10-24,-2425.46,Wire Out,Halcyon Asset Mgmt,USD,TX1001034
2024-08-02,-737.0,FX Settlement,Coastal Union Bank,USD,TX1001035
2024-02-26,-284.91,Wire Out,Sable River Mining,USD,TX1001036
2024-05-12,15812.94,Wire In,Apex Global Markets,USD,TX1001037
2024-04-16,-36195.86,Card Payment,Driftwood Leasing,USD,TX1001038
2024-08-30,11.95,ACH Credit,Apex Global Markets,USD,TX1001039
2024-02-03,-7721.72,Wire Out,Monarch Realty,USD,TX1001040
2024-06-04,244.19,Wire In,Zenith Manufacturing,USD,TX1001041
2024-10-23,-213.42,Card Payment,Evergreen Payroll,USD,TX1001042
2024-12-20,8851.95,Wire In,Kestrel Analytics,USD,TX1001043
2024-02-06,5104.67,Wire In,Blue Harbor Trading,USD,TX1001044
2024-06-09,-8072.12,Wire Out,Ashford Legal LLP,USD,TX1001045
2024-07-20,478.81,Interest,Apex Global Markets,USD,TX1001046
2024-09-01,-2317.93,Card Payment,Kestrel Analytics,USD,TX1001047
2024-10-08,-40.43,Wire Out,Redwood Securities,USD,TX1001048
2024-01-08,-75.67,Wire Out,Redwood Securities,USD,TX1001049
2024-04-17,-45.04,Wire Out,Pinnacle Ventures,USD,TX1001050
2024-03-24,-182.56,FX Settlement,Crestline Bank,USD,TX1001051
2024-11-05,-548.64,FX Settlement,Nimbus Cloud Svcs,USD,TX1001052
2024-01-03,2712.5,Wire In,Meridian Capital LLC,USD,TX1001053
2024-10-09,-28321.91,Wire Out,Blue Harbor Trading,USD,TX1001054
2024-03-08,29.34,Wire In,Silverline Media,USD,TX1001055
2024-03-09,-32.92,Wire Out,Apex Global Markets,USD,TX1001056
2024-08-20,-6898.78,Card Payment,Blue Harbor Trading,USD,TX1001057
2024-10-21,-10673.23,Wire Out,Apex Global Markets,USD,TX1001058
2024-01-09,-607.37,Wire Out,Northgate Partners,USD,TX1001059
2024-08-08,-120.54,ACH Debit,Redwood Securities,USD,TX1001060
2024-06-07,-83.65,ACH Debit,Crestline Bank,USD,TX1001061
2024-10-07,-3759.87,Wire Out,Aurora Payments,USD,TX1001062
2024-07-07,-203.96,Wire Out,Silverline Media,USD,TX1001063
2024-12-29,-22.83,FX Settlement,Veranda Hospitality,USD,TX1001064
2024-06-06,16824.05,Wire In,Apex Global Markets,USD,TX1001065
2024-06-19,-78.56,FX Settlement,Silverline Media,USD,TX1001066
2024-01-27,-40.47,Card Payment,Redwood Securities,USD,TX1001067
2024-01-22,-18478.72,ACH Debit,Larkspur Foods,USD,TX1001068
2024-05-12,-112.46,Card Payment,Sable River Mining,USD,TX1001069
2024-12-19,-1669.36,Card Payment,Apex Global Markets,USD,TX1001070
2024-02-24,951.42,Wire In,Sable River Mining,USD,TX1001071
2024-01-10,-23495.09,Wire Out,Windward Shipping,USD,TX1001072
2024-04-19,-11745.41,ACH Debit,Sterling & Rowe,USD,TX1001073
2024-03-12,-125.21,ACH Debit,Apex Global Markets,USD,TX1001074
2024-11-28,-266.9,Wire Out,Monarch Realty,USD,TX1001075
2024-01-11,-4685.77,FX Settlement,Granite Peak LLC,USD,TX1001076
2024-09-23,600.57,Wire In,Sterling & Rowe,USD,TX1001077
2024-05-10,31.4,Wire In,Aurora Payments,USD,TX1001078
2024-01-27,-23.06,Card Payment,Apex Global Markets,USD,TX1001079
2024-06-13,-19.08,Card Payment,Redwood Securities,USD,TX1001080
2024-07-06,15.46,Wire In,Apex Global Markets,USD,TX1001081
2024-11-08,-2797.38,FX Settlement,Apex Global Markets,USD,TX1001082
2024-04-11,32.81,Wire In,Apex Global Markets,USD,TX1001083
2024-01-22,-564.6,Wire Out,Halcyon Asset Mgmt,USD,TX1001084
2024-04-02,-42380.29,FX Settlement,Blue Harbor Trading,USD,TX1001085
2024-06-22,-497.86,Fee,Sterling & Rowe,USD,TX1001086
2024-03-31,-301.33,ACH Debit,Monarch Realty,USD,TX1001087
2024-06-28,-14457.97,ACH Debit,Apex Global Markets,USD,TX1001088
2024-06-18,33690.64,ACH Credit,Lakeside Trust,USD,TX1001089
2024-09-19,-127.98,Card Payment,Redwood Securities,USD,TX1001090
2024-01-13,-91.05,FX Settlement,Crestline Bank,USD,TX1001091
2024-05-29,8188.46,Wire In,Sable River Mining,USD,TX1001092
2024-06-12,-46864.24,Card Payment,Larkspur Foods,USD,TX1001093
2024-08-12,2980.02,Wire In,Cobalt Networks,USD,TX1001094
2024-06-05,-3946.44,Fee,Meridian Capital LLC,USD,TX1001095
2024-08-28,4711.17,Wire In,Ashford Legal LLP,USD,TX1001096
2024-10-17,67.18,Wire In,Sterling & Rowe,USD,TX1001097
2024-02-13,-1573.03,FX Settlement,Nimbus Cloud Svcs,USD,TX1001098
2024-01-26,94.06,Wire In,Apex Global Markets,USD,TX1001099
2024-11-18,233.4,Wire In,,USD,TX1001100
2024-05-18,-17.12,Wire Out,Apex Global Markets,USD,TX1001101
2024-08-01,-2546.61,ACH Debit,Sable River Mining,USD,TX1001102
2024-07-26,-22.36,ACH Debit,Sable River Mining,USD,TX1001103
2024-06-06,-595.51,ACH Debit,Larkspur Foods,USD,TX1001104
2024-01-17,17323.13,Wire In,Blue Harbor Trading,USD,TX1001105
2024-11-18,35.73,Wire In,Meridian Capital LLC,USD,TX1001106
2024-03-24,6884.93,Interest,Sable River Mining,USD,TX1001107
2024-03-28,-42798.86,FX Settlement,Crestline Bank,USD,TX1001108
2024-12-09,16.65,Wire In,Cobalt Networks,USD,TX1001109
2024-06-01,-142.01,Card Payment,Crestline Bank,USD,TX1001110
2024-01-14,-461.57,ACH Debit,Apex Global Markets,USD,TX1001111
2024-03-18,116.13,ACH Credit,Northgate Partners,USD,TX1001112
2024-03-15,-76.59,Wire Out,Onyx Consulting,USD,TX1001113
2024-08-04,-142.51,Fee,Titan Freight Lines,USD,TX1001114
2024-03-31,12.52,ACH Credit,Titan Freight Lines,USD,TX1001115
2024-07-17,47168.55,ACH Credit,Pinnacle Ventures,USD,TX1001116
2024-01-23,-34.86,Fee,Apex Global Markets,USD,TX1001117
2024-12-30,-29485.07,FX Settlement,Apex Global Markets,USD,TX1001118
2024-07-07,-544.09,Fee,Crestline Bank,USD,TX1001119
2024-12-03,-5770.38,Fee,Beacon Insurance,USD,TX1001120
2024-09-22,453.66,Wire In,Granite Peak LLC,USD,TX1001121
2024-09-10,-31794.25,Wire Out,Juniper Health Grp,USD,TX1001122
2024-08-04,-51.48,ACH Debit,Ashford Legal LLP,USD,TX1001123
2024-05-30,-6386.55,ACH Debit,Redwood Securities,USD,TX1001124
2024-05-23,-512.36,Fee,Apex Global Markets,USD,TX1001125
2024-09-16,-83.49,Fee,Granite Peak LLC,USD,TX1001126
2024-05-19,-249.57,Wire Out,Silverline Media,USD,TX1001127
2024-10-25,-14967.15,Fee,Cobalt Networks,USD,TX1001128
2024-10-31,25068.92,Wire In,Blue Harbor Trading,USD,TX1001129
2024-12-10,-25969.09,ACH Debit,Blue Harbor Trading,USD,TX1001130
2024-03-14,-27432.91,Wire Out,Pinnacle Ventures,USD,TX1001131
2024-12-14,-12.23,Fee,Apex Global Markets,USD,TX1001132
2024-02-17,-598.76,Wire Out,Granite Peak LLC,USD,TX1001133
2024-04-29,-11433.36,ACH Debit,Monarch Realty,USD,TX1001134
2024-07-27,-42314.91,Card Payment,Apex Global Markets,USD,TX1001135
2024-03-18,-22140.5,FX Settlement,Apex Global Markets,USD,TX1001136
2024-11-14,-41.97,Fee,Windward Shipping,USD,TX1001137
2024-12-05,-5810.11,Fee,Cobalt Networks,USD,TX1001138
2024-03-04,-1686.87,Card Payment,Crestline Bank,USD,TX1001139
2024-03-08,-11920.96,ACH Debit,Summit Freight Co,USD,TX1001140
2024-09-17,9063.06,Interest,Orion Systems Inc,USD,TX1001141
2024-12-21,54.8,Interest,Driftwood Leasing,USD,TX1001142
2024-06-24,-34509.2,Card Payment,Titan Freight Lines,USD,TX1001143
2024-10-28,-19.25,FX Settlement,Northgate Partners,USD,TX1001144
2024-01-20,-1315.55,Card Payment,Crestline Bank,USD,TX1001145
2024-09-25,-39.74,Fee,Meridian Capital LLC,USD,TX1001146
2024-03-26,-54.28,Card Payment,Apex Global Markets,USD,TX1001147
2024-09-27,-14673.11,Wire Out,Apex Global Markets,USD,TX1001148
2024-09-11,-1593.09,ACH Debit,Redwood Securities,USD,TX1001149
2024-03-27,-19009.71,Card Payment,Redwood Securities,USD,TX1001150
2024-10-20,-31219.99,Card Payment,Brightline Energy,USD,TX1001151
2024-11-13,30834.55,Interest,Lakeside Trust,USD,TX1001152
2024-02-01,-40.28,Wire Out,Apex Global Markets,USD,TX1001153
2024-05-01,-6125.84,Wire Out,Halcyon Asset Mgmt,USD,TX1001154
2024-08-16,-161.46,Card Payment,Apex Global Markets,USD,TX1001155
2024-07-26,-772.97,Card Payment,Juniper Health Grp,USD,TX1001156
2024-04-08,-595.51,Card Payment,Crestline Bank,USD,TX1001157
2024-06-20,46.02,Wire In,Apex Global Markets,USD,TX1001158
2024-01-14,-3820.03,Wire Out,Larkspur Foods,USD,TX1001159
2024-04-06,22.89,ACH Credit,Monarch Realty,USD,TX1001160
2024-07-04,5061.54,Wire In,Apex Global Markets,USD,TX1001161
2024-08-18,-359.55,ACH Debit,Apex Global Markets,USD,TX1001162
2024-12-21,-81.77,Fee,Meridian Capital LLC,USD,TX1001163
2024-05-10,868.62,Wire In,Cascade Holdings,USD,TX1001164
2024-08-23,-9405.18,Fee,Granite Peak LLC,USD,TX1001165
2024-04-13,-130.92,Fee,Blue Harbor Trading,USD,TX1001166
2024-06-04,30454.93,Wire In,Beacon Insurance,USD,TX1001167
2024-08-02,-23414.18,Wire Out,Aurora Payments,USD,TX1001168
2024-02-14,77.46,Wire In,Apex Global Markets,USD,TX1001169
2024-06-24,-11558.78,Fee,Apex Global Markets,USD,TX1001170
2024-02-13,-15.44,Card Payment,Kestrel Analytics,USD,TX1001171
2024-08-14,-7779.62,Card Payment,Apex Global Markets,USD,TX1001172
2024-07-11,-176.06,Card Payment,Juniper Health Grp,USD,TX1001173
2024-09-07,-85.2,Wire Out,Veranda Hospitality,USD,TX1001174
2024-10-04,-1147.51,ACH Debit,Sable River Mining,USD,TX1001175
2024-06-28,-387.28,Wire Out,Apex Global Markets,USD,TX1001176
2024-09-19,32792.36,ACH Credit,Driftwood Leasing,USD,TX1001177
2024-02-20,-10673.8,Card Payment,Blue Harbor Trading,USD,TX1001178
2024-09-23,29.33,Wire In,Silverline Media,USD,TX1001179
2024-08-03,-778.39,FX Settlement,Onyx Consulting,USD,TX1001180
2024-07-21,32.59,ACH Credit,Apex Global Markets,USD,TX1001181
2024-09-08,-5274.73,Wire Out,Juniper Health Grp,USD,TX1001182
2024-10-12,-3813.27,Wire Out,Meridian Capital LLC,USD,TX1001183
2024-10-29,-39393.8,Card Payment,Pinnacle Ventures,USD,TX1001184
2024-11-04,-233.31,FX Settlement,Granite Peak LLC,USD,TX1001185
2024-06-03,-584.86,Wire Out,Larkspur Foods,USD,TX1001186
2024-11-29,41.19,Wire In,Granite Peak LLC,USD,TX1001187
2024-08-13,3197.66,ACH Credit,Ashford Legal LLP,USD,TX1001188
2024-08-06,-9266.47,Wire Out,Coastal Union Bank,USD,TX1001189
2024-04-21,-17.91,ACH Debit,Silverline Media,USD,TX1001190
2024-12-30,-20.82,Wire Out,Ashford Legal LLP,USD,TX1001191
2024-10-16,28843.42,Wire In,Apex Global Markets,USD,TX1001192
2024-03-27,29.96,ACH Credit,Apex Global Markets,USD,TX1001193
2024-07-14,177.1,ACH Credit,Apex Global Markets,USD,TX1001194
2024-12-02,33.79,Wire In,Summit Freight Co,USD,TX1001195
2024-06-25,-11.43,ACH Debit,Blue Harbor Trading,USD,TX1001196
2024-12-19,-102.4,ACH Debit,Onyx Consulting,USD,TX1001197
2024-02-12,1722.43,Wire In,Northgate Partners,USD,TX1001198
2024-02-09,10.15,Interest,Blue Harbor Trading,USD,TX1001199
2024-12-15,-579.22,Card Payment,Northgate Partners,USD,TX1001200
2024-06-18,-27.16,Card Payment,Sterling & Rowe,USD,TX1001201
2024-11-08,-18113.43,ACH Debit,Sterling & Rowe,USD,TX1001202
2024-10-24,-409.49,ACH Debit,Nimbus Cloud Svcs,USD,TX1001203
2024-04-17,701.9,ACH Credit,Redwood Securities,USD,TX1001204
2024-06-01,-95.68,ACH Debit,Vanguard Logistics,USD,TX1001205
2024-10-15,31233.64,Interest,Redwood Securities,USD,TX1001206
2024-11-05,15.46,Interest,Windward Shipping,USD,TX1001207
2024-10-30,-16.37,ACH Debit,Granite Peak LLC,USD,TX1001208
2024-06-08,-18.29,Wire Out,Crestline Bank,USD,TX1001209
2024-04-07,16.57,Wire In,Tidewater Imports,USD,TX1001210
2024-01-17,149.74,Wire In,Northgate Partners,USD,TX1001211
2024-04-04,-2317.23,Wire Out,Beacon Insurance,USD,TX1001212
2024-08-25,-216.06,Card Payment,Crestline Bank,USD,TX1001213
2024-08-18,-864.86,Card Payment,Crestline Bank,USD,TX1001214
2024-06-17,-1413.33,Wire Out,Northgate Partners,USD,TX1001215
2024-06-13,-10.06,Wire Out,Crestline Bank,USD,TX1001216
2024-11-20,180.95,Wire In,Sterling & Rowe,USD,TX1001217
2024-03-10,29.63,Wire In,Crestline Bank,USD,TX1001218
2024-02-05,-2721.37,Fee,Apex Global Markets,USD,TX1001219
2024-03-13,1759.69,Wire In,Northgate Partners,USD,TX1001220
2024-10-14,-13.58,Wire Out,Apex Global Markets,USD,TX1001221
2024-12-12,1548.69,Wire In,Sterling & Rowe,USD,TX1001222
2024-11-28,-66.07,Fee,Crestline Bank,USD,TX1001223
2024-02-29,-347.99,Card Payment,Blue Harbor Trading,USD,TX1001224
2024-10-18,5373.15,ACH Credit,Northgate Partners,USD,TX1001225
2024-10-28,-15.78,Wire Out,Sterling & Rowe,USD,TX1001226
2024-05-03,-80.2,Card Payment,Apex Global Markets,USD,TX1001227
2024-08-20,162.49,Wire In,Redwood Securities,USD,TX1001228
2024-04-25,-7245.0,Fee,Sable River Mining,USD,TX1001229
2024-08-29,-3169.98,FX Settlement,Apex Global Markets,USD,TX1001230
2024-04-13,-40.84,ACH Debit,Meridian Capital LLC,USD,TX1001231
2024-01-16,-613.59,ACH Debit,Halcyon Asset Mgmt,USD,TX1001232
2024-09-19,-494.9,Wire Out,Veranda Hospitality,USD,TX1001233
2024-04-05,-69.99,ACH Debit,Blue Harbor Trading,USD,TX1001234
2024-08-29,-10.92,Card Payment,,USD,TX1001235
2024-06-21,-3465.8,Wire Out,Meridian Capital LLC,USD,TX1001236
2024-04-01,-20768.15,Wire Out,Apex Global Markets,USD,TX1001237
2024-03-25,1133.73,Wire In,Pinnacle Ventures,USD,TX1001238
2024-05-07,-83.42,Card Payment,Silverline Media,USD,TX1001239
2024-09-27,452.59,Wire In,Aurora Payments,USD,TX1001240
2024-12-13,-209.79,Wire Out,Onyx Consulting,USD,TX1001241
2024-12-14,-1363.49,Wire Out,Onyx Consulting,USD,TX1001242
2024-02-25,-2616.92,Fee,Silverline Media,USD,TX1001243
2024-08-18,-26053.37,Wire Out,Apex Global Markets,USD,TX1001244
2024-09-30,-21091.97,Fee,Sable River Mining,USD,TX1001245
2024-08-19,-2496.1,Wire Out,Sable River Mining,USD,TX1001246
2024-07-01,48.8,Wire In,Juniper Health Grp,USD,TX1001247
2024-04-28,21.95,ACH Credit,Ashford Legal LLP,USD,TX1001248
2024-02-19,-4373.96,Card Payment,Monarch Realty,USD,TX1001249
2024-01-20,-2961.47,Card Payment,Pinnacle Ventures,USD,TX1001250
2024-07-30,-3448.47,ACH Debit,Apex Global Markets,USD,TX1001251
2024-09-01,2498.57,ACH Credit,Blue Harbor Trading,USD,TX1001252
2024-09-20,-36.59,Wire Out,Larkspur Foods,USD,TX1001253
2024-02-12,21550.01,ACH Credit,Windward Shipping,USD,TX1001254
2024-07-03,-23.42,ACH Debit,Northgate Partners,USD,TX1001255
2024-10-05,100.78,Wire In,Ashford Legal LLP,USD,TX1001256
2024-09-16,-73.52,ACH Debit,Ashford Legal LLP,USD,TX1001257
2024-10-04,-257.97,Fee,Apex Global Markets,USD,TX1001258
2024-01-30,-3515.35,Wire Out,Apex Global Markets,USD,TX1001259
2024-04-16,-22.58,Card Payment,Apex Global Markets,USD,TX1001260
2024-01-05,-29.21,Wire Out,Apex Global Markets,USD,TX1001261
2024-10-09,-31.28,Wire Out,Redwood Securities,USD,TX1001262
2024-12-11,658.63,ACH Credit,Larkspur Foods,USD,TX1001263
2024-05-11,-273.09,Card Payment,Evergreen Payroll,USD,TX1001264
2024-10-12,-13.53,Fee,Redwood Securities,USD,TX1001265
2024-02-29,-320.86,Fee,Ashford Legal LLP,USD,TX1001266
2024-03-25,-24195.03,ACH Debit,Larkspur Foods,USD,TX1001267
2024-03-15,-9927.57,Card Payment,Driftwood Leasing,USD,TX1001268
2024-09-24,11881.75,Wire In,Quartz Petroleum,USD,TX1001269
2024-07-25,-1006.65,Wire Out,Brightline Energy,USD,TX1001270
2024-03-05,314.12,Wire In,Sable River Mining,USD,TX1001271
2024-09-18,59.73,Wire In,Driftwood Leasing,USD,TX1001272
2024-04-28,15666.33,Wire In,Sterling & Rowe,USD,TX1001273
2024-04-15,44.42,ACH Credit,Coastal Union Bank,USD,TX1001274
2024-12-26,2182.3,Wire In,Granite Peak LLC,USD,TX1001275
2024-06-09,-36784.01,ACH Debit,Apex Global Markets,USD,TX1001276
2024-11-06,-23708.06,ACH Debit,Pinnacle Ventures,USD,TX1001277
2024-06-02,2323.63,Wire In,Windward Shipping,USD,TX1001278
2024-08-18,-2294.1,Fee,Sterling & Rowe,USD,TX1001279
2024-05-09,27123.86,Interest,Crestline Bank,USD,TX1001280
2024-11-04,-57.88,Wire Out,Granite Peak LLC,USD,TX1001281
2024-03-06,-14567.32,Wire Out,Apex Global Markets,USD,TX1001282
2024-09-25,-931.73,Card Payment,Coastal Union Bank,USD,TX1001283
2024-05-13,29204.71,Wire In,Crestline Bank,USD,TX1001284
2024-06-27,-19.75,Card Payment,Sterling & Rowe,USD,TX1001285
2024-07-19,-43693.6,Fee,Meridian Capital LLC,USD,TX1001286
2024-06-29,5817.15,Wire In,Larkspur Foods,USD,TX1001287
2024-03-28,74.08,ACH Credit,Northgate Partners,USD,TX1001288
2024-01-11,-59.8,FX Settlement,Redwood Securities,USD,TX1001289
2024-09-08,60.32,Interest,Coastal Union Bank,USD,TX1001290
2024-08-17,175.41,ACH Credit,Redwood Securities,USD,TX1001291
2024-09-21,20.6,Wire In,Apex Global Markets,USD,TX1001292
2024-04-22,-764.11,Card Payment,Sterling & Rowe,USD,TX1001293
2024-09-12,556.62,Interest,Blue Harbor Trading,USD,TX1001294
2024-07-02,8062.58,ACH Credit,Silverline Media,USD,TX1001295
2024-11-24,-812.56,Wire Out,Onyx Consulting,USD,TX1001296
2024-09-21,8461.64,ACH Credit,Windward Shipping,USD,TX1001297
2024-07-21,39.03,Interest,Silverline Media,USD,TX1001298
2024-12-06,56.34,ACH Credit,Aurora Payments,USD,TX1001299
2024-09-03,-19144.09,Card Payment,Coastal Union Bank,USD,TX1001300
2024-10-01,-3551.46,Wire Out,Sterling & Rowe,USD,TX1001301
2024-04-10,-15.31,Card Payment,Cobalt Networks,USD,TX1001302
2024-02-25,-495.26,Wire Out,Blue Harbor Trading,USD,TX1001303
2024-08-17,-320.55,ACH Debit,Redwood Securities,USD,TX1001304
2024-03-23,-1707.87,Wire Out,Sterling & Rowe,USD,TX1001305
2024-02-21,-2655.25,ACH Debit,Aurora Payments,USD,TX1001306
2024-06-27,-142.01,FX Settlement,Apex Global Markets,USD,TX1001307
2024-02-27,-176.34,Wire Out,Meridian Capital LLC,USD,TX1001308
2024-12-18,289.53,Wire In,Pinnacle Ventures,USD,TX1001309
2024-08-07,2906.29,Wire In,Northgate Partners,USD,TX1001310
2024-10-12,-6116.27,ACH Debit,Monarch Realty,USD,TX1001311
2024-07-11,-328.87,Wire Out,Apex Global Markets,USD,TX1001312
2024-05-11,227.83,Wire In,Pinnacle Ventures,USD,TX1001313
2024-01-19,-9086.58,Card Payment,Apex Global Markets,USD,TX1001314
2024-12-08,-23.81,FX Settlement,Sterling & Rowe,USD,TX1001315
2024-05-12,12.81,ACH Credit,Ironwood Advisory,USD,TX1001316
2024-07-29,-10051.47,Wire Out,Apex Global Markets,USD,TX1001317
2024-10-07,-2431.78,Fee,Crestline Bank,USD,TX1001318
2024-06-08,-52.03,Fee,Blue Harbor Trading,USD,TX1001319
2024-01-09,17546.17,Wire In,Vanguard Logistics,USD,TX1001320
2024-06-02,-9866.28,ACH Debit,Sterling & Rowe,USD,TX1001321
2024-01-02,3837.31,ACH Credit,Evergreen Payroll,USD,TX1001322
2024-01-10,-40.16,Wire Out,Meridian Capital LLC,USD,TX1001323
2024-02-09,-1533.14,Card Payment,Onyx Consulting,USD,TX1001324
2024-04-15,-85.53,Fee,Ashford Legal LLP,USD,TX1001325
2024-11-20,-5131.63,Card Payment,Vanguard Logistics,USD,TX1001326
